,country,date,year,month,co2
0,austria,2000-01-01,2000,1,9726927646.0
1,austria,2000-02-01,2000,2,8532685058.999999
2,austria,2000-03-01,2000,3,8134567013.0
3,austria,2000-04-01,2000,4,6546737758.0
4,austria,2000-05-01,2000,5,5603261736.0
5,austria,2000-06-01,2000,6,5014335790.0
6,austria,2000-07-01,2000,7,5086068559.0
7,austria,2000-08-01,2000,8,4677045310.0
8,austria,2000-09-01,2000,9,5640955129.0
9,austria,2000-10-01,2000,10,6713320305.0
10,austria,2000-11-01,2000,11,7693260028.0
11,austria,2000-12-01,2000,12,8617632709.0
12,austria,2001-01-01,2001,1,9542545264.0
13,austria,2001-02-01,2001,2,8877452527.0
14,austria,2001-03-01,2001,3,8316839255.999999
15,austria,2001-04-01,2001,4,7379342608.0
16,austria,2001-05-01,2001,5,5741236683.0
17,austria,2001-06-01,2001,6,5557920251.0
18,austria,2001-07-01,2001,7,4963339075.0
19,austria,2001-08-01,2001,8,4855754670.0
20,austria,2001-09-01,2001,9,6338610282.0
21,austria,2001-10-01,2001,10,7035414504.0
22,austria,2001-11-01,2001,11,9009560381.0
23,austria,2001-12-01,2001,12,10259410420.0
24,austria,2002-01-01,2002,1,10052484000.0
25,austria,2002-02-01,2002,2,8656166216.0
26,austria,2002-03-01,2002,3,8467894104.000001
27,austria,2002-04-01,2002,4,7594850968.0
28,austria,2002-05-01,2002,5,6062569927.0
29,austria,2002-06-01,2002,6,5443724840.0
30,austria,2002-07-01,2002,7,5254730552.0
31,austria,2002-08-01,2002,8,5075866082.0
32,austria,2002-09-01,2002,9,6389050839.0
33,austria,2002-10-01,2002,10,7819502930.0
34,austria,2002-11-01,2002,11,8209776250.000001
35,austria,2002-12-01,2002,12,9394074664.0
36,austria,2003-01-01,2003,1,10190965820.0
37,austria,2003-02-01,2003,2,10162442310.0
38,austria,2003-03-01,2003,3,8950176910.0
39,austria,2003-04-01,2003,4,7904104007.0
40,austria,2003-05-01,2003,5,6126987391.0
41,austria,2003-06-01,2003,6,5568212665.0
42,austria,2003-07-01,2003,7,5667806073.0
43,austria,2003-08-01,2003,8,5665774772.0
44,austria,2003-09-01,2003,9,6593573044.0
45,austria,2003-10-01,2003,10,8642580908.0
46,austria,2003-11-01,2003,11,8856032408.0
47,austria,2003-12-01,2003,12,9757962603.0
48,austria,2004-01-01,2004,1,10502331110.0
49,austria,2004-02-01,2004,2,9654508432.0
50,austria,2004-03-01,2004,3,9391320614.0
51,austria,2004-04-01,2004,4,7833046357.0
52,austria,2004-05-01,2004,5,7063871736.0
53,austria,2004-06-01,2004,6,6338917994.0
54,austria,2004-07-01,2004,7,5863894083.0
55,austria,2004-08-01,2004,8,5642888001.0
56,austria,2004-09-01,2004,9,6579734644.0
57,austria,2004-10-01,2004,10,7772903611.0
58,austria,2004-11-01,2004,11,9044120669.0
59,austria,2004-12-01,2004,12,9826355628.0
60,austria,2005-01-01,2005,1,10312951610.0
61,austria,2005-02-01,2005,2,10367540440.0
62,austria,2005-03-01,2005,3,9806112784.0
63,austria,2005-04-01,2005,4,7998525772.0
64,austria,2005-05-01,2005,5,6837035280.0
65,austria,2005-06-01,2005,6,6577163192.0
66,austria,2005-07-01,2005,7,6143852095.0
67,austria,2005-08-01,2005,8,5917012301.0
68,austria,2005-09-01,2005,9,6692564502.0
69,austria,2005-10-01,2005,10,8161031880.0
70,austria,2005-11-01,2005,11,9612902811.0
71,austria,2005-12-01,2005,12,10494798870.0
72,austria,2006-01-01,2006,1,11326913730.0
73,austria,2006-02-01,2006,2,10341162340.0
74,austria,2006-03-01,2006,3,10080312370.0
75,austria,2006-04-01,2006,4,8019861660.0
76,austria,2006-05-01,2006,5,7005729376.0
77,austria,2006-06-01,2006,6,6414918600.0
78,austria,2006-07-01,2006,7,6253959822.0
79,austria,2006-08-01,2006,8,6355481730.0
80,austria,2006-09-01,2006,9,6437930959.0
81,austria,2006-10-01,2006,10,8023685962.0
82,austria,2006-11-01,2006,11,9124208332.0
83,austria,2006-12-01,2006,12,9745757591.0
84,austria,2007-01-01,2007,1,9898612552.0
85,austria,2007-02-01,2007,2,9503480024.0
86,austria,2007-03-01,2007,3,9104354770.0
87,austria,2007-04-01,2007,4,7679768223.0
88,austria,2007-05-01,2007,5,6910399113.0
89,austria,2007-06-01,2007,6,6437970477.0
90,austria,2007-07-01,2007,7,6338218291.0
91,austria,2007-08-01,2007,8,6179144033.0
92,austria,2007-09-01,2007,9,7264558396.0
93,austria,2007-10-01,2007,10,8830896352.0
94,austria,2007-11-01,2007,11,9773214039.0
95,austria,2007-12-01,2007,12,10360380390.0
96,austria,2008-01-01,2008,1,10311235430.0
97,austria,2008-02-01,2008,2,9919027574.0
98,austria,2008-03-01,2008,3,9482453651.0
99,austria,2008-04-01,2008,4,8299481910.0
100,austria,2008-05-01,2008,5,6875717773.0
101,austria,2008-06-01,2008,6,6318949980.0
102,austria,2008-07-01,2008,7,6199975004.0
103,austria,2008-08-01,2008,8,6158127145.0
104,austria,2008-09-01,2008,9,7369314675.0
105,austria,2008-10-01,2008,10,8564581654.0
106,austria,2008-11-01,2008,11,9266442611.0
107,austria,2008-12-01,2008,12,10040604780.0
108,austria,2009-01-01,2009,1,10317454980.0
109,austria,2009-02-01,2009,2,9549254959.0
110,austria,2009-03-01,2009,3,8861745092.0
111,austria,2009-04-01,2009,4,7171055678.0
112,austria,2009-05-01,2009,5,6478678994.0
113,austria,2009-06-01,2009,6,6130295525.0
114,austria,2009-07-01,2009,7,5678880813.0
115,austria,2009-08-01,2009,8,5526435636.0
116,austria,2009-09-01,2009,9,6396673543.0
117,austria,2009-10-01,2009,10,8405567241.000001
118,austria,2009-11-01,2009,11,8598758164.0
119,austria,2009-12-01,2009,12,9763845067.0
120,austria,2010-01-01,2010,1,10763054880.0
121,austria,2010-02-01,2010,2,10033818480.0
122,austria,2010-03-01,2010,3,9546160182.0
123,austria,2010-04-01,2010,4,8129422099.0
124,austria,2010-05-01,2010,5,7303756335.0
125,austria,2010-06-01,2010,6,6629090453.0
126,austria,2010-07-01,2010,7,6386995375.0
127,austria,2010-08-01,2010,8,6111034447.0
128,austria,2010-09-01,2010,9,7173825940.0
129,austria,2010-10-01,2010,10,8896324570.0
130,austria,2010-11-01,2010,11,9266729148.0
131,austria,2010-12-01,2010,12,10739440600.0
132,austria,2011-01-01,2011,1,10599590150.0
133,austria,2011-02-01,2011,2,9928574655.0
134,austria,2011-03-01,2011,3,9856865817.0
135,austria,2011-04-01,2011,4,8082753981.0
136,austria,2011-05-01,2011,5,7410557716.0
137,austria,2011-06-01,2011,6,6492970936.0
138,austria,2011-07-01,2011,7,6449897709.0
139,austria,2011-08-01,2011,8,5891235305.0
140,austria,2011-09-01,2011,9,6530542449.0
141,austria,2011-10-01,2011,10,8396211444.000001
142,austria,2011-11-01,2011,11,9421108362.0
143,austria,2011-12-01,2011,12,9742294110.0
144,austria,2012-01-01,2012,1,9982622708.0
145,austria,2012-02-01,2012,2,10673830060.0
146,austria,2012-03-01,2012,3,8857567377.0
147,austria,2012-04-01,2012,4,7985115547.0
148,austria,2012-05-01,2012,5,6829004374.0
149,austria,2012-06-01,2012,6,6257926100.0
150,austria,2012-07-01,2012,7,5959167952.0
151,austria,2012-08-01,2012,8,5924401708.0
152,austria,2012-09-01,2012,9,6678332715.0
153,austria,2012-10-01,2012,10,8307245199.000001
154,austria,2012-11-01,2012,11,8986899630.0
155,austria,2012-12-01,2012,12,10358234550.0
156,austria,2013-01-01,2013,1,10596340490.0
157,austria,2013-02-01,2013,2,9889167663.0
158,austria,2013-03-01,2013,3,9781840570.0
159,austria,2013-04-01,2013,4,8089162199.0
160,austria,2013-05-01,2013,5,7107150290.0
161,austria,2013-06-01,2013,6,6337925097.0
162,austria,2013-07-01,2013,7,6037485440.0
163,austria,2013-08-01,2013,8,5964684141.0
164,austria,2013-09-01,2013,9,6844367569.0
165,austria,2013-10-01,2013,10,8197145798.0
166,austria,2013-11-01,2013,11,9126193719.0
167,austria,2013-12-01,2013,12,9581441668.0
168,austria,2014-01-01,2014,1,9543098855.0
169,austria,2014-02-01,2014,2,9066223924.0
170,austria,2014-03-01,2014,3,8593633548.0
171,austria,2014-04-01,2014,4,7723666310.0
172,austria,2014-05-01,2014,5,7109312257.0
173,austria,2014-06-01,2014,6,6318183068.0
174,austria,2014-07-01,2014,7,5968962928.0
175,austria,2014-08-01,2014,8,6013759283.0
176,austria,2014-09-01,2014,9,6738557909.0
177,austria,2014-10-01,2014,10,7994125080.0
178,austria,2014-11-01,2014,11,8731569727.0
179,austria,2014-12-01,2014,12,9625298550.0
180,austria,2015-01-01,2015,1,9661822298.0
181,austria,2015-02-01,2015,2,9620444935.0
182,austria,2015-03-01,2015,3,9233919044.0
183,austria,2015-04-01,2015,4,7969022537.0
184,austria,2015-05-01,2015,5,6902598979.0
185,austria,2015-06-01,2015,6,6108242726.0
186,austria,2015-07-01,2015,7,6032809529.0
187,austria,2015-08-01,2015,8,5941852485.0
188,austria,2015-09-01,2015,9,6897561296.0
189,austria,2015-10-01,2015,10,8366662820.0
190,austria,2015-11-01,2015,11,8909339209.0
191,austria,2015-12-01,2015,12,9723033312.0
192,austria,2016-01-01,2016,1,10058614580.0
193,austria,2016-02-01,2016,2,9073368962.0
194,austria,2016-03-01,2016,3,9146287496.0
195,austria,2016-04-01,2016,4,8012260488.0
196,austria,2016-05-01,2016,5,7026953812.0
197,austria,2016-06-01,2016,6,6305840842.0
198,austria,2016-07-01,2016,7,5947548072.0
199,austria,2016-08-01,2016,8,5783700437.0
200,austria,2016-09-01,2016,9,6641870122.0
201,austria,2016-10-01,2016,10,8513145675.0
202,austria,2016-11-01,2016,11,9506158441.0
203,austria,2016-12-01,2016,12,10395431150.0
204,austria,2017-01-01,2017,1,10801993660.0
205,austria,2017-02-01,2017,2,9432371179.0
206,austria,2017-03-01,2017,3,8914352012.0
207,austria,2017-04-01,2017,4,8364035615.999999
208,austria,2017-05-01,2017,5,7303821794.0
209,austria,2017-06-01,2017,6,6595620655.0
210,austria,2017-07-01,2017,7,6486143821.0
211,austria,2017-08-01,2017,8,6234629364.0
212,austria,2017-09-01,2017,9,7280192547.0
213,austria,2017-10-01,2017,10,8210617493.0
214,austria,2017-11-01,2017,11,9197380952.0
215,austria,2017-12-01,2017,12,9856172866.0
216,austria,2018-01-01,2018,1,10981443920.0
217,austria,2018-02-01,2018,2,9288130944.0
218,austria,2018-03-01,2018,3,8532498734.999999
219,austria,2018-04-01,2018,4,7853258742.0
220,austria,2018-05-01,2018,5,6616244204.0
221,austria,2018-06-01,2018,6,6208931162.0
222,austria,2018-07-01,2018,7,6017933066.0
223,austria,2018-08-01,2018,8,5844032675.0
224,austria,2018-09-01,2018,9,6750718323.0
225,austria,2018-10-01,2018,10,7826882206.0
226,austria,2018-11-01,2018,11,9010078524.0
227,austria,2018-12-01,2018,12,9562582406.0
228,austria,2019-01-01,2019,1,11186003830.0
229,austria,2019-02-01,2019,2,9436579483.0
230,austria,2019-03-01,2019,3,8688717189.0
231,austria,2019-04-01,2019,4,7990027087.0
232,austria,2019-05-01,2019,5,6737029698.0
233,austria,2019-06-01,2019,6,6377809921.0
234,austria,2019-07-01,2019,7,6211966328.0
235,austria,2019-08-01,2019,8,5968172223.0
236,austria,2019-09-01,2019,9,6944311845.0
237,austria,2019-10-01,2019,10,7984085903.0
238,austria,2019-11-01,2019,11,9133025907.0
239,austria,2019-12-01,2019,12,9603023192.0
240,belgium,2000-01-01,2000,1,13515769470.0
241,belgium,2000-02-01,2000,2,12871374300.0
242,belgium,2000-03-01,2000,3,12665085380.0
243,belgium,2000-04-01,2000,4,10983855590.0
244,belgium,2000-05-01,2000,5,9315179888.0
245,belgium,2000-06-01,2000,6,8931074404.0
246,belgium,2000-07-01,2000,7,8688269729.0
247,belgium,2000-08-01,2000,8,8228563349.0
248,belgium,2000-09-01,2000,9,8622392444.0
249,belgium,2000-10-01,2000,10,10492387550.0
250,belgium,2000-11-01,2000,11,11768392390.0
251,belgium,2000-12-01,2000,12,12466567410.0
252,belgium,2001-01-01,2001,1,13129519360.0
253,belgium,2001-02-01,2001,2,12259469700.0
254,belgium,2001-03-01,2001,3,12490475840.0
255,belgium,2001-04-01,2001,4,11236309860.0
256,belgium,2001-05-01,2001,5,9272535454.0
257,belgium,2001-06-01,2001,6,9166449904.0
258,belgium,2001-07-01,2001,7,8928516896.0
259,belgium,2001-08-01,2001,8,8555886302.000001
260,belgium,2001-09-01,2001,9,9484422015.0
261,belgium,2001-10-01,2001,10,9477871412.0
262,belgium,2001-11-01,2001,11,12369453530.0
263,belgium,2001-12-01,2001,12,13495476680.0
264,belgium,2002-01-01,2002,1,12455633040.0
265,belgium,2002-02-01,2002,2,11093781370.0
266,belgium,2002-03-01,2002,3,11554098750.0
267,belgium,2002-04-01,2002,4,10618611810.0
268,belgium,2002-05-01,2002,5,9396197151.0
269,belgium,2002-06-01,2002,6,8507609721.999999
270,belgium,2002-07-01,2002,7,8277116798.999999
271,belgium,2002-08-01,2002,8,7866431921.0
272,belgium,2002-09-01,2002,9,8602125299.0
273,belgium,2002-10-01,2002,10,10558809960.0
274,belgium,2002-11-01,2002,11,11198510950.0
275,belgium,2002-12-01,2002,12,12377637080.0
276,belgium,2003-01-01,2003,1,13253479260.0
277,belgium,2003-02-01,2003,2,12915528140.0
278,belgium,2003-03-01,2003,3,11723062700.0
279,belgium,2003-04-01,2003,4,10664239630.0
280,belgium,2003-05-01,2003,5,9381977062.0
281,belgium,2003-06-01,2003,6,8762481617.0
282,belgium,2003-07-01,2003,7,8752108289.0
283,belgium,2003-08-01,2003,8,8347681033.999999
284,belgium,2003-09-01,2003,9,8680891275.0
285,belgium,2003-10-01,2003,10,11452545080.0
286,belgium,2003-11-01,2003,11,11491611440.0
287,belgium,2003-12-01,2003,12,12694647520.0
288,belgium,2004-01-01,2004,1,12880451240.0
289,belgium,2004-02-01,2004,2,12297331610.0
290,belgium,2004-03-01,2004,3,12442037440.0
291,belgium,2004-04-01,2004,4,10501994470.0
292,belgium,2004-05-01,2004,5,9749873954.0
293,belgium,2004-06-01,2004,6,8754944640.0
294,belgium,2004-07-01,2004,7,8578242709.0
295,belgium,2004-08-01,2004,8,8289041017.0
296,belgium,2004-09-01,2004,9,8728057129.0
297,belgium,2004-10-01,2004,10,10298763520.0
298,belgium,2004-11-01,2004,11,11872337350.0
299,belgium,2004-12-01,2004,12,13178533240.0
300,belgium,2005-01-01,2005,1,12350469030.0
301,belgium,2005-02-01,2005,2,12869273070.0
302,belgium,2005-03-01,2005,3,11954268070.0
303,belgium,2005-04-01,2005,4,10293935450.0
304,belgium,2005-05-01,2005,5,9301997887.0
305,belgium,2005-06-01,2005,6,8510677679.0
306,belgium,2005-07-01,2005,7,8324121218.0
307,belgium,2005-08-01,2005,8,8088528100.0
308,belgium,2005-09-01,2005,9,8436800101.000001
309,belgium,2005-10-01,2005,10,9280138353.0
310,belgium,2005-11-01,2005,11,11821121390.0
311,belgium,2005-12-01,2005,12,12907851520.0
312,belgium,2006-01-01,2006,1,13298990020.0
313,belgium,2006-02-01,2006,2,12662204330.0
314,belgium,2006-03-01,2006,3,12725931370.0
315,belgium,2006-04-01,2006,4,10287255260.0
316,belgium,2006-05-01,2006,5,8674210489.0
317,belgium,2006-06-01,2006,6,8463137699.999999
318,belgium,2006-07-01,2006,7,8465679117.0
319,belgium,2006-08-01,2006,8,8021349763.0
320,belgium,2006-09-01,2006,9,8405426729.999999
321,belgium,2006-10-01,2006,10,9244949974.0
322,belgium,2006-11-01,2006,11,10986523600.0
323,belgium,2006-12-01,2006,12,11976480580.0
324,belgium,2007-01-01,2007,1,11442107120.0
325,belgium,2007-02-01,2007,2,11216192810.0
326,belgium,2007-03-01,2007,3,11523257690.0
327,belgium,2007-04-01,2007,4,9538081918.0
328,belgium,2007-05-01,2007,5,8841511386.0
329,belgium,2007-06-01,2007,6,8448374641.0
330,belgium,2007-07-01,2007,7,8197855882.0
331,belgium,2007-08-01,2007,8,7913552178.0
332,belgium,2007-09-01,2007,9,8632933214.0
333,belgium,2007-10-01,2007,10,10405471560.0
334,belgium,2007-11-01,2007,11,11663780790.0
335,belgium,2007-12-01,2007,12,12463876660.0
336,belgium,2008-01-01,2008,1,11801714000.0
337,belgium,2008-02-01,2008,2,11604204460.0
338,belgium,2008-03-01,2008,3,11748858370.0
339,belgium,2008-04-01,2008,4,10707235930.0
340,belgium,2008-05-01,2008,5,8605222502.0
341,belgium,2008-06-01,2008,6,8564877227.000001
342,belgium,2008-07-01,2008,7,8540354415.0
343,belgium,2008-08-01,2008,8,8112176399.0
344,belgium,2008-09-01,2008,9,9038313433.0
345,belgium,2008-10-01,2008,10,10555502480.0
346,belgium,2008-11-01,2008,11,11282662960.0
347,belgium,2008-12-01,2008,12,12703980950.0
348,belgium,2009-01-01,2009,1,12458844400.0
349,belgium,2009-02-01,2009,2,11125413880.0
350,belgium,2009-03-01,2009,3,10940612770.0
351,belgium,2009-04-01,2009,4,9034163045.0
352,belgium,2009-05-01,2009,5,8364837405.0
353,belgium,2009-06-01,2009,6,8052251376.0
354,belgium,2009-07-01,2009,7,8103523272.0
355,belgium,2009-08-01,2009,8,7898605877.0
356,belgium,2009-09-01,2009,9,8206668491.0
357,belgium,2009-10-01,2009,10,9921825607.0
358,belgium,2009-11-01,2009,11,10182907920.0
359,belgium,2009-12-01,2009,12,12186410520.0
360,belgium,2010-01-01,2010,1,13581055000.0
361,belgium,2010-02-01,2010,2,12315340820.0
362,belgium,2010-03-01,2010,3,11711498110.0
363,belgium,2010-04-01,2010,4,10358811400.0
364,belgium,2010-05-01,2010,5,9883366101.0
365,belgium,2010-06-01,2010,6,8606581759.0
366,belgium,2010-07-01,2010,7,8646206429.0
367,belgium,2010-08-01,2010,8,8234311126.000001
368,belgium,2010-09-01,2010,9,8700840542.0
369,belgium,2010-10-01,2010,10,10375927120.0
370,belgium,2010-11-01,2010,11,11388204960.0
371,belgium,2010-12-01,2010,12,13527779990.0
372,belgium,2011-01-01,2011,1,12292478120.0
373,belgium,2011-02-01,2011,2,11466378620.0
374,belgium,2011-03-01,2011,3,11157118930.0
375,belgium,2011-04-01,2011,4,8917941224.0
376,belgium,2011-05-01,2011,5,8811074501.0
377,belgium,2011-06-01,2011,6,8202192577.0
378,belgium,2011-07-01,2011,7,8078715808.0
379,belgium,2011-08-01,2011,8,7723414195.0
380,belgium,2011-09-01,2011,9,8065359245.0
381,belgium,2011-10-01,2011,10,9742666252.0
382,belgium,2011-11-01,2011,11,10792904630.0
383,belgium,2011-12-01,2011,12,11365300650.0
384,belgium,2012-01-01,2012,1,11280642510.0
385,belgium,2012-02-01,2012,2,12932200180.0
386,belgium,2012-03-01,2012,3,10337617470.0
387,belgium,2012-04-01,2012,4,10111142540.0
388,belgium,2012-05-01,2012,5,8314910754.0
389,belgium,2012-06-01,2012,6,7997888484.0
390,belgium,2012-07-01,2012,7,7847591356.0
391,belgium,2012-08-01,2012,8,7681645165.0
392,belgium,2012-09-01,2012,9,8263363692.999999
393,belgium,2012-10-01,2012,10,9605396896.0
394,belgium,2012-11-01,2012,11,10668842980.0
395,belgium,2012-12-01,2012,12,11369932130.0
396,belgium,2013-01-01,2013,1,12495440710.0
397,belgium,2013-02-01,2013,2,12394542940.0
398,belgium,2013-03-01,2013,3,12462525430.0
399,belgium,2013-04-01,2013,4,10143731700.0
400,belgium,2013-05-01,2013,5,9295659702.0
401,belgium,2013-06-01,2013,6,7875567075.0
402,belgium,2013-07-01,2013,7,7765284432.0
403,belgium,2013-08-01,2013,8,7461974268.0
404,belgium,2013-09-01,2013,9,7848032705.0
405,belgium,2013-10-01,2013,10,8712971749.0
406,belgium,2013-11-01,2013,11,10721136230.0
407,belgium,2013-12-01,2013,12,11118860660.0
408,belgium,2014-01-01,2014,1,10775756000.0
409,belgium,2014-02-01,2014,2,10267003860.0
410,belgium,2014-03-01,2014,3,10130065750.0
411,belgium,2014-04-01,2014,4,8930982502.0
412,belgium,2014-05-01,2014,5,8339047558.0
413,belgium,2014-06-01,2014,6,7787046309.0
414,belgium,2014-07-01,2014,7,7579740252.0
415,belgium,2014-08-01,2014,8,7434637221.0
416,belgium,2014-09-01,2014,9,8156122546.0
417,belgium,2014-10-01,2014,10,9272241973.0
418,belgium,2014-11-01,2014,11,10267100830.0
419,belgium,2014-12-01,2014,12,11580595960.0
420,belgium,2015-01-01,2015,1,11995776960.0
421,belgium,2015-02-01,2015,2,11680047070.0
422,belgium,2015-03-01,2015,3,11070920420.0
423,belgium,2015-04-01,2015,4,9790809596.0
424,belgium,2015-05-01,2015,5,8647111933.0
425,belgium,2015-06-01,2015,6,7685270670.0
426,belgium,2015-07-01,2015,7,7716997055.0
427,belgium,2015-08-01,2015,8,7631975737.0
428,belgium,2015-09-01,2015,9,8739863726.0
429,belgium,2015-10-01,2015,10,10136429440.0
430,belgium,2015-11-01,2015,11,10259418770.0
431,belgium,2015-12-01,2015,12,10210385550.0
432,belgium,2016-01-01,2016,1,11204575390.0
433,belgium,2016-02-01,2016,2,10824937100.0
434,belgium,2016-03-01,2016,3,11174881330.0
435,belgium,2016-04-01,2016,4,9780127704.0
436,belgium,2016-05-01,2016,5,8152640683.0
437,belgium,2016-06-01,2016,6,7803331197.0
438,belgium,2016-07-01,2016,7,7698040961.0
439,belgium,2016-08-01,2016,8,7547619970.0
440,belgium,2016-09-01,2016,9,7807242621.0
441,belgium,2016-10-01,2016,10,10259370000.0
442,belgium,2016-11-01,2016,11,11130995020.0
443,belgium,2016-12-01,2016,12,11853157780.0
444,belgium,2017-01-01,2017,1,12744923580.0
445,belgium,2017-02-01,2017,2,10639877700.0
446,belgium,2017-03-01,2017,3,10075343770.0
447,belgium,2017-04-01,2017,4,10106883830.0
448,belgium,2017-05-01,2017,5,8119650428.0
449,belgium,2017-06-01,2017,6,7768700805.0
450,belgium,2017-07-01,2017,7,7635460810.0
451,belgium,2017-08-01,2017,8,7390996166.0
452,belgium,2017-09-01,2017,9,7983102534.0
453,belgium,2017-10-01,2017,10,9038717001.0
454,belgium,2017-11-01,2017,11,11002697030.0
455,belgium,2017-12-01,2017,12,11529888860.0
456,belgium,2018-01-01,2018,1,12775866900.0
457,belgium,2018-02-01,2018,2,10700231150.0
458,belgium,2018-03-01,2018,3,10110504230.0
459,belgium,2018-04-01,2018,4,10165734000.0
460,belgium,2018-05-01,2018,5,8195998954.000001
461,belgium,2018-06-01,2018,6,7813216517.0
462,belgium,2018-07-01,2018,7,7632261106.0
463,belgium,2018-08-01,2018,8,7404058950.0
464,belgium,2018-09-01,2018,9,7994011001.0
465,belgium,2018-10-01,2018,10,9121257825.0
466,belgium,2018-11-01,2018,11,11024841720.0
467,belgium,2018-12-01,2018,12,11560019910.0
468,belgium,2019-01-01,2019,1,12642732550.0
469,belgium,2019-02-01,2019,2,10579298840.0
470,belgium,2019-03-01,2019,3,10023338630.0
471,belgium,2019-04-01,2019,4,10059489660.0
472,belgium,2019-05-01,2019,5,8112324912.0
473,belgium,2019-06-01,2019,6,7762798158.0
474,belgium,2019-07-01,2019,7,7620466996.0
475,belgium,2019-08-01,2019,8,7374782912.0
476,belgium,2019-09-01,2019,9,7963942259.0
477,belgium,2019-10-01,2019,10,9034333656.0
478,belgium,2019-11-01,2019,11,10951136620.0
479,belgium,2019-12-01,2019,12,11454268160.0
480,bulgaria,2000-01-01,2000,1,4928316162.0
481,bulgaria,2000-02-01,2000,2,4386917057.0
482,bulgaria,2000-03-01,2000,3,4508010478.0
483,bulgaria,2000-04-01,2000,4,4064743312.0
484,bulgaria,2000-05-01,2000,5,3915583339.0
485,bulgaria,2000-06-01,2000,6,3961267358.0
486,bulgaria,2000-07-01,2000,7,3991105473.0
487,bulgaria,2000-08-01,2000,8,4035300787.0
488,bulgaria,2000-09-01,2000,9,4057632349.0
489,bulgaria,2000-10-01,2000,10,4237516780.0
490,bulgaria,2000-11-01,2000,11,4316224364.0
491,bulgaria,2000-12-01,2000,12,4538999463.0
492,bulgaria,2001-01-01,2001,1,4706746370.0
493,bulgaria,2001-02-01,2001,2,4312991238.0
494,bulgaria,2001-03-01,2001,3,4431859490.0
495,bulgaria,2001-04-01,2001,4,4320500160.0
496,bulgaria,2001-05-01,2001,5,4094285096.0
497,bulgaria,2001-06-01,2001,6,4115593411.0
498,bulgaria,2001-07-01,2001,7,4268497177.9999995
499,bulgaria,2001-08-01,2001,8,4210411151.9999995
500,bulgaria,2001-09-01,2001,9,4275498431.0
501,bulgaria,2001-10-01,2001,10,4360382263.0
502,bulgaria,2001-11-01,2001,11,4778397114.0
503,bulgaria,2001-12-01,2001,12,5349618275.0
504,bulgaria,2002-01-01,2002,1,4886365968.0
505,bulgaria,2002-02-01,2002,2,4146072448.0
506,bulgaria,2002-03-01,2002,3,4368646596.0
507,bulgaria,2002-04-01,2002,4,4233540656.0
508,bulgaria,2002-05-01,2002,5,3888966649.0
509,bulgaria,2002-06-01,2002,6,3910765911.0
510,bulgaria,2002-07-01,2002,7,3981046372.0
511,bulgaria,2002-08-01,2002,8,3894230730.0
512,bulgaria,2002-09-01,2002,9,4063294562.0
513,bulgaria,2002-10-01,2002,10,4298771676.0
514,bulgaria,2002-11-01,2002,11,4409699195.0
515,bulgaria,2002-12-01,2002,12,4826670001.0
516,bulgaria,2003-01-01,2003,1,5010313965.0
517,bulgaria,2003-02-01,2003,2,4980009794.0
518,bulgaria,2003-03-01,2003,3,4868272412.0
519,bulgaria,2003-04-01,2003,4,4555166554.0
520,bulgaria,2003-05-01,2003,5,4388405259.0
521,bulgaria,2003-06-01,2003,6,4452983978.0
522,bulgaria,2003-07-01,2003,7,4637850540.0
523,bulgaria,2003-08-01,2003,8,4633477962.0
524,bulgaria,2003-09-01,2003,9,4534882926.0
525,bulgaria,2003-10-01,2003,10,4732573965.0
526,bulgaria,2003-11-01,2003,11,4661990606.0
527,bulgaria,2003-12-01,2003,12,4996188222.0
528,bulgaria,2004-01-01,2004,1,5171310265.0
529,bulgaria,2004-02-01,2004,2,4750421018.0
530,bulgaria,2004-03-01,2004,3,4824808892.0
531,bulgaria,2004-04-01,2004,4,4436013601.0
532,bulgaria,2004-05-01,2004,5,4268097326.0
533,bulgaria,2004-06-01,2004,6,4281546380.0
534,bulgaria,2004-07-01,2004,7,4325744208.0
535,bulgaria,2004-08-01,2004,8,4243617350.0000005
536,bulgaria,2004-09-01,2004,9,4304322691.0
537,bulgaria,2004-10-01,2004,10,4555557336.0
538,bulgaria,2004-11-01,2004,11,4781738336.0
539,bulgaria,2004-12-01,2004,12,5106715095.0
540,bulgaria,2005-01-01,2005,1,5026611968.0
541,bulgaria,2005-02-01,2005,2,4881320486.0
542,bulgaria,2005-03-01,2005,3,4968066542.0
543,bulgaria,2005-04-01,2005,4,4417574613.0
544,bulgaria,2005-05-01,2005,5,4283595685.9999995
545,bulgaria,2005-06-01,2005,6,4415478592.0
546,bulgaria,2005-07-01,2005,7,4512200346.0
547,bulgaria,2005-08-01,2005,8,4410744428.0
548,bulgaria,2005-09-01,2005,9,4454767772.0
549,bulgaria,2005-10-01,2005,10,4608120586.0
550,bulgaria,2005-11-01,2005,11,4839348109.0
551,bulgaria,2005-12-01,2005,12,5067853053.0
552,bulgaria,2006-01-01,2006,1,5341092838.0
553,bulgaria,2006-02-01,2006,2,4983574870.0
554,bulgaria,2006-03-01,2006,3,5017202803.0
555,bulgaria,2006-04-01,2006,4,4463841987.0
556,bulgaria,2006-05-01,2006,5,4435011344.0
557,bulgaria,2006-06-01,2006,6,4543110959.0
558,bulgaria,2006-07-01,2006,7,4660050068.0
559,bulgaria,2006-08-01,2006,8,4509807411.0
560,bulgaria,2006-09-01,2006,9,4595085453.0
