model,timeframe,timestamp,treatment_country,incl_vars,incl_countries,incl_years,stat,impl_date,months_cor,split_date,n_train,n_test,r2_pre_log_diff_stand,r2_pre_log_diff,r2_pre_log,r2_pre,lasso_alpha,n_pars,lasso_pars,lasso_coefs,normal_errors,shapiro_p,att_mean,att_std,att_sign,att_sign
arco,m,"2023-10-16, 15:37",france,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent', 'co2_cap']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",stat,2014-04-01,-24,2012-04-01,135,91,0.6867416374199196,0.695,0.954,0.948,0.17500000000000002,6,"['belgium co2', 'croatia co2', 'hungary co2', 'italy co2', 'netherlands co2_cap', 'spain co2_cap']","[0.233, 0.11, 0.061, 0.019, 0.284, 0.077]",0,0.008987481705844402,0.008450150436467015,0.0429467971884532,0,0.11205315182898976
arco,m,"2023-10-16, 15:37",france,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent', 'co2_cap']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",stat,2014-04-01,-21,2012-07-01,138,88,0.7398568932818446,0.755,0.951,0.944,0.121,7,"['belgium co2', 'croatia co2', 'hungary co2_cap', 'lithuania gdp', 'netherlands co2_cap', 'spain co2_cap', 'spain unempl']","[0.308, 0.127, 0.001, -0.035, 0.294, 0.173, 0.039]",1,0.23912158608436584,0.00931817590210156,0.04223972930993816,1,0.07552459596956737
arco,m,"2023-10-16, 15:37",france,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent', 'co2_cap']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",stat,2014-04-01,-18,2012-10-01,141,85,0.7329464918976785,0.749,0.946,0.937,0.125,6,"['belgium co2', 'croatia co2', 'lithuania gdp', 'netherlands co2_cap', 'spain co2_cap', 'spain unempl']","[0.308, 0.114, -0.019, 0.296, 0.175, 0.048]",1,0.17328308522701263,0.00907458241620918,0.04238154794198974,1,0.08431166164888208
arco,m,"2023-10-16, 15:38",france,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent', 'co2_cap']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",stat,2014-04-01,-15,2013-01-01,144,82,0.6626290982017211,0.686,0.945,0.935,0.191,4,"['belgium co2', 'croatia co2', 'netherlands co2_cap', 'spain co2_cap']","[0.291, 0.067, 0.276, 0.116]",0,0.019084567204117775,0.010141896405000959,0.04349099254181652,1,0.060639493702087814
arco,m,"2023-10-16, 15:38",france,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent', 'co2_cap']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",stat,2014-04-01,-12,2013-04-01,147,79,0.7349548280576441,0.75,0.943,0.933,0.124,6,"['belgium co2', 'croatia co2', 'lithuania gdp', 'netherlands co2_cap', 'spain co2_cap', 'spain unempl']","[0.325, 0.086, -0.022, 0.302, 0.191, 0.04]",1,0.2206239253282547,0.010314672748271667,0.0427167851722684,1,0.05228084572757694
arco,m,"2023-10-16, 15:38",france,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent', 'co2_cap']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",stat,2014-04-01,-9,2013-07-01,150,76,0.6833772891084573,0.705,0.944,0.935,0.171,4,"['belgium co2', 'croatia co2', 'netherlands co2_cap', 'spain co2_cap']","[0.319, 0.078, 0.272, 0.121]",0,0.03389252722263336,0.01116393937797292,0.042903385488119436,1,0.03691095298701821
arco,m,"2023-10-16, 15:39",france,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent', 'co2_cap']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",stat,2014-04-01,-6,2013-10-01,153,73,0.7216543956773588,0.742,0.951,0.942,0.127,6,"['belgium co2', 'croatia co2', 'lithuania gdp', 'netherlands co2_cap', 'spain co2_cap', 'spain unempl']","[0.351, 0.09, -0.03, 0.274, 0.168, 0.013]",1,0.18587367236614227,0.011386258018004422,0.042622519050751616,1,0.032318112534105096
arco,m,"2023-10-16, 15:39",france,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent', 'co2_cap']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",stat,2014-04-01,-3,2014-01-01,156,70,0.7189453184905523,0.737,0.954,0.947,0.129,6,"['belgium co2', 'croatia co2', 'lithuania gdp', 'netherlands co2_cap', 'spain co2_cap', 'spain unempl']","[0.354, 0.091, -0.035, 0.268, 0.162, 0.0]",1,0.15965503454208374,0.01157169053594619,0.04265698195768853,1,0.029825480034027692
arco,m,"2023-10-16, 15:40",france,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent', 'co2_cap']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",stat,2014-04-01,0,2014-04-01,159,67,0.7220241561274087,0.731,0.958,0.952,0.137,6,"['belgium co2', 'croatia co2', 'lithuania gdp', 'netherlands co2_cap', 'spain co2_cap', 'spain unempl']","[0.355, 0.092, -0.014, 0.271, 0.137, 0.002]",1,0.12390751391649246,0.008804436520589876,0.042368690892621436,1,0.09365809679719014
arco,m,"2023-10-16, 15:40",france,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent', 'co2_cap']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",stat,2014-04-01,3,2014-07-01,162,64,0.7470045234355489,0.757,0.958,0.954,0.10500000000000001,6,"['belgium co2', 'croatia co2', 'lithuania gdp', 'netherlands co2_cap', 'spain co2_cap', 'spain unempl']","[0.389, 0.099, -0.006, 0.259, 0.166, 0.065]",1,0.46825405955314636,0.004633833060994039,0.04209851860499287,0,0.37087956473640726
