,country,date,year,quarter,co2
107,belgium,2006-10-01,2006,4,32207954154.0
108,belgium,2007-01-01,2007,1,34181557620.0
109,belgium,2007-04-01,2007,2,26827967945.0
110,belgium,2007-07-01,2007,3,24744341274.0
111,belgium,2007-10-01,2007,4,34533129010.0
112,belgium,2008-01-01,2008,1,35154776830.0
113,belgium,2008-04-01,2008,2,27877335659.0
114,belgium,2008-07-01,2008,3,25690844247.0
115,belgium,2008-10-01,2008,4,34542146390.0
116,belgium,2009-01-01,2009,1,34524871050.0
117,belgium,2009-04-01,2009,2,25451251826.0
118,belgium,2009-07-01,2009,3,24208797640.0
119,belgium,2009-10-01,2009,4,32291144047.0
120,belgium,2010-01-01,2010,1,37607893930.0
121,belgium,2010-04-01,2010,2,28848759260.0
122,belgium,2010-07-01,2010,3,25581358097.0
123,belgium,2010-10-01,2010,4,35291912070.0
124,belgium,2011-01-01,2011,1,34915975670.0
125,belgium,2011-04-01,2011,2,25931208302.0
126,belgium,2011-07-01,2011,3,23867489248.0
127,belgium,2011-10-01,2011,4,31900871532.0
128,belgium,2012-01-01,2012,1,34550460160.0
129,belgium,2012-04-01,2012,2,26423941778.0
130,belgium,2012-07-01,2012,3,23792600214.0
131,belgium,2012-10-01,2012,4,31644172006.0
132,belgium,2013-01-01,2013,1,37352509080.0
133,belgium,2013-04-01,2013,2,27314958477.0
134,belgium,2013-07-01,2013,3,23075291405.0
135,belgium,2013-10-01,2013,4,30552968639.0
136,belgium,2014-01-01,2014,1,31172825610.0
137,belgium,2014-04-01,2014,2,25057076369.0
138,belgium,2014-07-01,2014,3,23170500019.0
139,belgium,2014-10-01,2014,4,31119938763.0
140,belgium,2015-01-01,2015,1,34746744450.0
141,belgium,2015-04-01,2015,2,26123192199.0
142,belgium,2015-07-01,2015,3,24088836518.0
143,belgium,2015-10-01,2015,4,30606233760.0
144,belgium,2016-01-01,2016,1,33204393820.0
145,belgium,2016-04-01,2016,2,25736099584.0
146,belgium,2016-07-01,2016,3,23052903552.0
147,belgium,2016-10-01,2016,4,33243522800.0
148,belgium,2017-01-01,2017,1,33460145050.0
149,belgium,2017-04-01,2017,2,25995235063.0
150,belgium,2017-07-01,2017,3,23009559510.0
151,belgium,2017-10-01,2017,4,31571302891.0
152,belgium,2018-01-01,2018,1,33586602280.0
153,belgium,2018-04-01,2018,2,26174949471.0
154,belgium,2018-07-01,2018,3,23030331057.0
155,belgium,2018-10-01,2018,4,31706119455.0
156,belgium,2019-01-01,2019,1,33245370020.0
157,belgium,2019-04-01,2019,2,25934612730.0
158,belgium,2019-07-01,2019,3,22959192167.0
159,belgium,2019-10-01,2019,4,31439738436.0
160,bulgaria,2000-01-01,2000,1,13823243697.0
161,bulgaria,2000-04-01,2000,2,11941594009.0
162,bulgaria,2000-07-01,2000,3,12084038609.0
163,bulgaria,2000-10-01,2000,4,13092740607.0
164,bulgaria,2001-01-01,2001,1,13451597098.0
165,bulgaria,2001-04-01,2001,2,12530378667.0
166,bulgaria,2001-07-01,2001,3,12754406761.0
167,bulgaria,2001-10-01,2001,4,14488397652.0
168,bulgaria,2002-01-01,2002,1,13401085012.0
169,bulgaria,2002-04-01,2002,2,12033273216.0
170,bulgaria,2002-07-01,2002,3,11938571664.0
171,bulgaria,2002-10-01,2002,4,13535140872.0
172,bulgaria,2003-01-01,2003,1,14858596171.0
173,bulgaria,2003-04-01,2003,2,13396555791.0
174,bulgaria,2003-07-01,2003,3,13806211428.0
175,bulgaria,2003-10-01,2003,4,14390752793.0
176,bulgaria,2004-01-01,2004,1,14746540175.0
177,bulgaria,2004-04-01,2004,2,12985657307.0
178,bulgaria,2004-07-01,2004,3,12873684249.0
179,bulgaria,2004-10-01,2004,4,14444010767.0
180,bulgaria,2005-01-01,2005,1,14875998996.0
181,bulgaria,2005-04-01,2005,2,13116648891.0
182,bulgaria,2005-07-01,2005,3,13377712546.0
183,bulgaria,2005-10-01,2005,4,14515321748.0
184,bulgaria,2006-01-01,2006,1,15341870511.0
185,bulgaria,2006-04-01,2006,2,13441964290.0
186,bulgaria,2006-07-01,2006,3,13764942932.0
187,bulgaria,2006-10-01,2006,4,14613152091.0
188,bulgaria,2007-01-01,2007,1,15378937289.0
189,bulgaria,2007-04-01,2007,2,14158509800.0
190,bulgaria,2007-07-01,2007,3,14429339434.0
191,bulgaria,2007-10-01,2007,4,16452750543.0
192,bulgaria,2008-01-01,2008,1,15318580976.0
193,bulgaria,2008-04-01,2008,2,13787644848.0
194,bulgaria,2008-07-01,2008,3,13988176841.0
195,bulgaria,2008-10-01,2008,4,15385941190.0
196,bulgaria,2009-01-01,2009,1,13586565704.0
197,bulgaria,2009-04-01,2009,2,11541888360.0
198,bulgaria,2009-07-01,2009,3,11878758628.0
199,bulgaria,2009-10-01,2009,4,13005487621.0
200,bulgaria,2010-01-01,2010,1,14415530599.0
201,bulgaria,2010-04-01,2010,2,12370871075.0
202,bulgaria,2010-07-01,2010,3,12908423404.0
203,bulgaria,2010-10-01,2010,4,13980134757.0
204,bulgaria,2011-01-01,2011,1,16445624167.0
205,bulgaria,2011-04-01,2011,2,13801536821.0
206,bulgaria,2011-07-01,2011,3,14035473933.0
207,bulgaria,2011-10-01,2011,4,15168214347.0
208,bulgaria,2012-01-01,2012,1,15451325144.0
209,bulgaria,2012-04-01,2012,2,12347358458.0
210,bulgaria,2012-07-01,2012,3,12828040825.0
211,bulgaria,2012-10-01,2012,4,14196286678.0
212,bulgaria,2013-01-01,2013,1,13680832682.0
213,bulgaria,2013-04-01,2013,2,11351545198.0
214,bulgaria,2013-07-01,2013,3,11946963118.0
215,bulgaria,2013-10-01,2013,4,13304942864.0
216,bulgaria,2014-01-01,2014,1,13614231644.0
217,bulgaria,2014-04-01,2014,2,12151677308.0
218,bulgaria,2014-07-01,2014,3,12874164003.0
219,bulgaria,2014-10-01,2014,4,14031277545.0
220,bulgaria,2015-01-01,2015,1,14889135266.0
221,bulgaria,2015-04-01,2015,2,12443554746.0
222,bulgaria,2015-07-01,2015,3,13221974398.0
223,bulgaria,2015-10-01,2015,4,14627272204.0
224,bulgaria,2016-01-01,2016,1,13487458255.0
225,bulgaria,2016-04-01,2016,2,11182265586.0
226,bulgaria,2016-07-01,2016,3,13083707280.0
227,bulgaria,2016-10-01,2016,4,15179378131.0
228,bulgaria,2017-01-01,2017,1,15582100853.0
229,bulgaria,2017-04-01,2017,2,12261602280.0
230,bulgaria,2017-07-01,2017,3,12874068319.0
231,bulgaria,2017-10-01,2017,4,14713791690.0
232,bulgaria,2018-01-01,2018,1,15156153118.0
233,bulgaria,2018-04-01,2018,2,12116036312.0
234,bulgaria,2018-07-01,2018,3,12565367560.0
235,bulgaria,2018-10-01,2018,4,14420249605.0
236,bulgaria,2019-01-01,2019,1,14766740851.0
237,bulgaria,2019-04-01,2019,2,11912391207.0
238,bulgaria,2019-07-01,2019,3,12274562371.0
239,bulgaria,2019-10-01,2019,4,14111452282.0
240,croatia,2000-01-01,2000,1,8121390899.0
241,croatia,2000-04-01,2000,2,4980682230.0
242,croatia,2000-07-01,2000,3,4650428331.0
243,croatia,2000-10-01,2000,4,6443099505.0
244,croatia,2001-01-01,2001,1,7522243383.0
245,croatia,2001-04-01,2001,2,5513176611.0
246,croatia,2001-07-01,2001,3,4924347199.0
247,croatia,2001-10-01,2001,4,7763415810.0
248,croatia,2002-01-01,2002,1,8242305680.0
249,croatia,2002-04-01,2002,2,5730159791.0
250,croatia,2002-07-01,2002,3,5128817916.0
251,croatia,2002-10-01,2002,4,7460646823.0
252,croatia,2003-01-01,2003,1,9156806330.0
253,croatia,2003-04-01,2003,2,6041603486.0
254,croatia,2003-07-01,2003,3,5488771351.0
255,croatia,2003-10-01,2003,4,7860473435.0
256,croatia,2004-01-01,2004,1,9231925052.0
257,croatia,2004-04-01,2004,2,6173628482.0
258,croatia,2004-07-01,2004,3,5607902249.0
259,croatia,2004-10-01,2004,4,7817009944.0
260,croatia,2005-01-01,2005,1,9359853802.0
261,croatia,2005-04-01,2005,2,6176305519.0
262,croatia,2005-07-01,2005,3,5664297754.0
263,croatia,2005-10-01,2005,4,8116960330.0
264,croatia,2006-01-01,2006,1,9592153083.0
265,croatia,2006-04-01,2006,2,6166519178.0
266,croatia,2006-07-01,2006,3,5761391334.0
267,croatia,2006-10-01,2006,4,7855608497.0
268,croatia,2007-01-01,2007,1,8767091022.0
269,croatia,2007-04-01,2007,2,6546656387.0
270,croatia,2007-07-01,2007,3,6157582124.0
271,croatia,2007-10-01,2007,4,9336342669.0
272,croatia,2008-01-01,2008,1,9054432086.0
273,croatia,2008-04-01,2008,2,6447555328.0
274,croatia,2008-07-01,2008,3,5991572141.0
275,croatia,2008-10-01,2008,4,8189616576.0
276,croatia,2009-01-01,2009,1,8792872946.0
277,croatia,2009-04-01,2009,2,5667184914.0
278,croatia,2009-07-01,2009,3,5411216927.0
279,croatia,2009-10-01,2009,4,7782015946.0
280,croatia,2010-01-01,2010,1,8577914481.0
281,croatia,2010-04-01,2010,2,5662541994.0
282,croatia,2010-07-01,2010,3,5237647295.0
283,croatia,2010-10-01,2010,4,7700731920.0
284,croatia,2011-01-01,2011,1,8351845942.0
285,croatia,2011-04-01,2011,2,5431980626.0
286,croatia,2011-07-01,2011,3,5117206194.0
287,croatia,2011-10-01,2011,4,7640476034.0
288,croatia,2012-01-01,2012,1,8119588903.0
289,croatia,2012-04-01,2012,2,5271305117.0
290,croatia,2012-07-01,2012,3,4850339877.0
291,croatia,2012-10-01,2012,4,6861289227.0
292,croatia,2013-01-01,2013,1,8013067527.0
293,croatia,2013-04-01,2013,2,5158454888.0
294,croatia,2013-07-01,2013,3,4782629464.0
295,croatia,2013-10-01,2013,4,6776859303.0
296,croatia,2014-01-01,2014,1,7032309622.0
297,croatia,2014-04-01,2014,2,5073261735.0
298,croatia,2014-07-01,2014,3,4597811681.0
299,croatia,2014-10-01,2014,4,6663432762.0
300,croatia,2015-01-01,2015,1,7608685358.0
301,croatia,2015-04-01,2015,2,5123197917.0
302,croatia,2015-07-01,2015,3,4704118687.0
303,croatia,2015-10-01,2015,4,6885536587.0
304,croatia,2016-01-01,2016,1,7423989779.0
305,croatia,2016-04-01,2016,2,5053890992.0
306,croatia,2016-07-01,2016,3,4753719443.0
307,croatia,2016-10-01,2016,4,7397729665.0
308,croatia,2017-01-01,2017,1,7818758545.0
309,croatia,2017-04-01,2017,2,5288557713.0
310,croatia,2017-07-01,2017,3,4851605019.0
311,croatia,2017-10-01,2017,4,7068994797.0
312,croatia,2018-01-01,2018,1,7538245566.0
313,croatia,2018-04-01,2018,2,5151910412.0
314,croatia,2018-07-01,2018,3,4725654041.0
315,croatia,2018-10-01,2018,4,6840176417.0
316,croatia,2019-01-01,2019,1,7617771026.0
317,croatia,2019-04-01,2019,2,5271329192.0
318,croatia,2019-07-01,2019,3,4854305233.0
319,croatia,2019-10-01,2019,4,6951535161.0
320,czech republic,2000-01-01,2000,1,43333407720.0
321,czech republic,2000-04-01,2000,2,29413145124.0
322,czech republic,2000-07-01,2000,3,27328372895.0
323,czech republic,2000-10-01,2000,4,38186701030.0
324,czech republic,2001-01-01,2001,1,42885560230.0
325,czech republic,2001-04-01,2001,2,29868902202.0
326,czech republic,2001-07-01,2001,3,26003595480.0
327,czech republic,2001-10-01,2001,4,40028957880.0
328,czech republic,2002-01-01,2002,1,39363873190.0
329,czech republic,2002-04-01,2002,2,29747050715.0
330,czech republic,2002-07-01,2002,3,26615661243.0
331,czech republic,2002-10-01,2002,4,39015312530.0
332,czech republic,2003-01-01,2003,1,44600847720.0
333,czech republic,2003-04-01,2003,2,28919922234.0
334,czech republic,2003-07-01,2003,3,26287183753.0
335,czech republic,2003-10-01,2003,4,38831539820.0
336,czech republic,2004-01-01,2004,1,44704663810.0
337,czech republic,2004-04-01,2004,2,30621868341.0
338,czech republic,2004-07-01,2004,3,26856082233.0
339,czech republic,2004-10-01,2004,4,38705592540.0
340,czech republic,2005-01-01,2005,1,42450496700.0
341,czech republic,2005-04-01,2005,2,30192428847.0
342,czech republic,2005-07-01,2005,3,26639297472.0
343,czech republic,2005-10-01,2005,4,38241335980.0
344,czech republic,2006-01-01,2006,1,43497101670.0
345,czech republic,2006-04-01,2006,2,29515192254.0
346,czech republic,2006-07-01,2006,3,27922386109.0
347,czech republic,2006-10-01,2006,4,38021056170.0
348,czech republic,2007-01-01,2007,1,42927625640.0
349,czech republic,2007-04-01,2007,2,30103910372.0
350,czech republic,2007-07-01,2007,3,28351761186.0
351,czech republic,2007-10-01,2007,4,40821869180.0
352,czech republic,2008-01-01,2008,1,41438456530.0
353,czech republic,2008-04-01,2008,2,30696678835.0
354,czech republic,2008-07-01,2008,3,27470411392.0
355,czech republic,2008-10-01,2008,4,38052626890.0
356,czech republic,2009-01-01,2009,1,42168308690.0
357,czech republic,2009-04-01,2009,2,26857100856.0
358,czech republic,2009-07-01,2009,3,25039128585.0
359,czech republic,2009-10-01,2009,4,36742852270.0
360,czech republic,2010-01-01,2010,1,40248315870.0
361,czech republic,2010-04-01,2010,2,28397816352.0
362,czech republic,2010-07-01,2010,3,26329569005.0
363,czech republic,2010-10-01,2010,4,38062060950.0
364,czech republic,2011-01-01,2011,1,41480582870.0
365,czech republic,2011-04-01,2011,2,28668510997.0
366,czech republic,2011-07-01,2011,3,24652095324.0
367,czech republic,2011-10-01,2011,4,36359081650.0
368,czech republic,2012-01-01,2012,1,39254201090.0
369,czech republic,2012-04-01,2012,2,27277243997.0
370,czech republic,2012-07-01,2012,3,24528178235.0
371,czech republic,2012-10-01,2012,4,37189886290.0
372,czech republic,2013-01-01,2013,1,39977089610.0
373,czech republic,2013-04-01,2013,2,26244741396.0
374,czech republic,2013-07-01,2013,3,23688409463.0
375,czech republic,2013-10-01,2013,4,34682926370.0
376,czech republic,2014-01-01,2014,1,36794195090.0
377,czech republic,2014-04-01,2014,2,26278910579.0
378,czech republic,2014-07-01,2014,3,23898230569.0
379,czech republic,2014-10-01,2014,4,35527183140.0
380,czech republic,2015-01-01,2015,1,38573367800.0
381,czech republic,2015-04-01,2015,2,26145373463.0
382,czech republic,2015-07-01,2015,3,24173051420.0
383,czech republic,2015-10-01,2015,4,35179528060.0
384,czech republic,2016-01-01,2016,1,38128027180.0
385,czech republic,2016-04-01,2016,2,26964603980.0
386,czech republic,2016-07-01,2016,3,24220150286.0
387,czech republic,2016-10-01,2016,4,37080621960.0
388,czech republic,2017-01-01,2017,1,38978597030.0
389,czech republic,2017-04-01,2017,2,28044728307.0
390,czech republic,2017-07-01,2017,3,24683144726.0
391,czech republic,2017-10-01,2017,4,35249640970.0
392,czech republic,2018-01-01,2018,1,38389813820.0
393,czech republic,2018-04-01,2018,2,27609544583.0
394,czech republic,2018-07-01,2018,3,24725975971.0
395,czech republic,2018-10-01,2018,4,34927176830.0
396,czech republic,2019-01-01,2019,1,37373118490.0
397,czech republic,2019-04-01,2019,2,27026070256.0
398,czech republic,2019-07-01,2019,3,24043433350.0
399,czech republic,2019-10-01,2019,4,34073489790.0
400,france,2000-01-01,2000,1,139133057630.0
401,france,2000-04-01,2000,2,99321927570.0
402,france,2000-07-01,2000,3,87962535800.0
403,france,2000-10-01,2000,4,123615700690.0
404,france,2001-01-01,2001,1,131081893100.0
405,france,2001-04-01,2001,2,101917211900.0
406,france,2001-07-01,2001,3,90036711760.0
407,france,2001-10-01,2001,4,130916456810.0
408,france,2002-01-01,2002,1,133406666420.0
409,france,2002-04-01,2002,2,102417756290.0
410,france,2002-07-01,2002,3,88059240770.0
411,france,2002-10-01,2002,4,123353695550.0
412,france,2003-01-01,2003,1,138622676440.0
413,france,2003-04-01,2003,2,98541360770.0
414,france,2003-07-01,2003,3,88234110960.0
415,france,2003-10-01,2003,4,128058384240.0
416,france,2004-01-01,2004,1,138514408720.0
417,france,2004-04-01,2004,2,101718038420.0
418,france,2004-07-01,2004,3,88100022320.0
419,france,2004-10-01,2004,4,126779969290.0
420,france,2005-01-01,2005,1,141450263910.0
421,france,2005-04-01,2005,2,100643088950.0
422,france,2005-07-01,2005,3,89689507640.0
423,france,2005-10-01,2005,4,129002556490.0
424,france,2006-01-01,2006,1,144705071270.0
425,france,2006-04-01,2006,2,95877053660.0
426,france,2006-07-01,2006,3,85925474000.0
427,france,2006-10-01,2006,4,119156595070.0
428,france,2007-01-01,2007,1,129406586270.0
429,france,2007-04-01,2007,2,94073139640.0
430,france,2007-07-01,2007,3,87583242020.0
431,france,2007-10-01,2007,4,132268729290.0
432,france,2008-01-01,2008,1,130605383310.0
433,france,2008-04-01,2008,2,98010727530.0
434,france,2008-07-01,2008,3,87922918030.0
435,france,2008-10-01,2008,4,127784405470.0
436,france,2009-01-01,2009,1,137582244350.0
437,france,2009-04-01,2009,2,90951449420.0
438,france,2009-07-01,2009,3,84265736010.0
439,france,2009-10-01,2009,4,121657000960.0
440,france,2010-01-01,2010,1,136169830600.0
441,france,2010-04-01,2010,2,96906186220.0
442,france,2010-07-01,2010,3,86701561140.0
443,france,2010-10-01,2010,4,126805819080.0
444,france,2011-01-01,2011,1,132990592150.0
445,france,2011-04-01,2011,2,91768087960.0
446,france,2011-07-01,2011,3,85505729170.0
447,france,2011-10-01,2011,4,118476809340.0
448,france,2012-01-01,2012,1,134060762000.0
449,france,2012-04-01,2012,2,97947451910.0
450,france,2012-07-01,2012,3,86792743130.0
451,france,2012-10-01,2012,4,119141525990.0
452,france,2013-01-01,2013,1,136015436400.0
453,france,2013-04-01,2013,2,98549844310.0
454,france,2013-07-01,2013,3,85194596750.0
455,france,2013-10-01,2013,4,117115523670.0
456,france,2014-01-01,2014,1,120132235120.0
457,france,2014-04-01,2014,2,88292055010.0
458,france,2014-07-01,2014,3,76660800600.0
459,france,2014-10-01,2014,4,114048621990.0
460,france,2015-01-01,2015,1,129309195570.0
461,france,2015-04-01,2015,2,86448668600.0
462,france,2015-07-01,2015,3,79395748880.0
463,france,2015-10-01,2015,4,112591379790.0
464,france,2016-01-01,2016,1,120375431280.0
465,france,2016-04-01,2016,2,90897469580.0
466,france,2016-07-01,2016,3,81542336750.0
467,france,2016-10-01,2016,4,120424963370.0
468,france,2017-01-01,2017,1,123542140270.0
469,france,2017-04-01,2017,2,91493364890.0
470,france,2017-07-01,2017,3,83129396830.0
471,france,2017-10-01,2017,4,118964430150.0
472,france,2018-01-01,2018,1,119429619090.0
473,france,2018-04-01,2018,2,90239860890.0
474,france,2018-07-01,2018,3,82002538330.0
475,france,2018-10-01,2018,4,115078937280.0
476,france,2019-01-01,2019,1,117146635980.0
477,france,2019-04-01,2019,2,89229923330.0
478,france,2019-07-01,2019,3,81077283720.0
479,france,2019-10-01,2019,4,112650100540.0
480,germany,2000-01-01,2000,1,285412486970.0
481,germany,2000-04-01,2000,2,191537305950.0
482,germany,2000-07-01,2000,3,176145061250.0
483,germany,2000-10-01,2000,4,252774955570.0
484,germany,2001-01-01,2001,1,286084583440.0
485,germany,2001-04-01,2001,2,198063179210.0
486,germany,2001-07-01,2001,3,171712600290.0
487,germany,2001-10-01,2001,4,266946360490.0
488,germany,2002-01-01,2002,1,268257207160.0
489,germany,2002-04-01,2002,2,200107639920.0
490,germany,2002-07-01,2002,3,177632166870.0
491,germany,2002-10-01,2002,4,262381986610.0
492,germany,2003-01-01,2003,1,285841432500.0
493,germany,2003-04-01,2003,2,197978110970.0
494,germany,2003-07-01,2003,3,180062308480.0
495,germany,2003-10-01,2003,4,260879489560.0
496,germany,2004-01-01,2004,1,283641010120.0
497,germany,2004-04-01,2004,2,200215223220.0
498,germany,2004-07-01,2004,3,176572359630.0
499,germany,2004-10-01,2004,4,255542428670.0
500,germany,2005-01-01,2005,1,281063580420.0
501,germany,2005-04-01,2005,2,197965393020.0
502,germany,2005-07-01,2005,3,172425315230.0
503,germany,2005-10-01,2005,4,254700254640.0
504,germany,2006-01-01,2006,1,306637824740.0
505,germany,2006-04-01,2006,2,202839586730.0
506,germany,2006-07-01,2006,3,178003186700.0
507,germany,2006-10-01,2006,4,247986809620.0
508,germany,2007-01-01,2007,1,270403595860.0
509,germany,2007-04-01,2007,2,193928299600.0
510,germany,2007-07-01,2007,3,183632631730.0
511,germany,2007-10-01,2007,4,267942286990.0
512,germany,2008-01-01,2008,1,279757365950.0
513,germany,2008-04-01,2008,2,199033404740.0
514,germany,2008-07-01,2008,3,182091841670.0
515,germany,2008-10-01,2008,4,262413964470.0
516,germany,2009-01-01,2009,1,278182839490.0
517,germany,2009-04-01,2009,2,175926779470.0
518,germany,2009-07-01,2009,3,163242713090.0
519,germany,2009-10-01,2009,4,243738849870.0
520,germany,2010-01-01,2010,1,277401137480.0
521,germany,2010-04-01,2010,2,201981204410.0
522,germany,2010-07-01,2010,3,177826309650.0
523,germany,2010-10-01,2010,4,263859492000.0
524,germany,2011-01-01,2011,1,284041072340.0
525,germany,2011-04-01,2011,2,193288761860.0
526,germany,2011-07-01,2011,3,167570131990.0
527,germany,2011-10-01,2011,4,246920934090.0
528,germany,2012-01-01,2012,1,278066998610.0
529,germany,2012-04-01,2012,2,197005860040.0
530,germany,2012-07-01,2012,3,174692864020.0
531,germany,2012-10-01,2012,4,263218630170.0
532,germany,2013-01-01,2013,1,301452294730.0
533,germany,2013-04-01,2013,2,199728768180.0
534,germany,2013-07-01,2013,3,176414915520.0
535,germany,2013-10-01,2013,4,255542997700.0
536,germany,2014-01-01,2014,1,265282498720.0
537,germany,2014-04-01,2014,2,194897057700.0
538,germany,2014-07-01,2014,3,175631140780.0
539,germany,2014-10-01,2014,4,254560835200.0
540,germany,2015-01-01,2015,1,279287610340.0
541,germany,2015-04-01,2015,2,191763523350.0
542,germany,2015-07-01,2015,3,175620366140.0
543,germany,2015-10-01,2015,4,249176418830.0
544,germany,2016-01-01,2016,1,269491453450.0
545,germany,2016-04-01,2016,2,194825092120.0
546,germany,2016-07-01,2016,3,173253326340.0
547,germany,2016-10-01,2016,4,260880110390.0
548,germany,2017-01-01,2017,1,267767623170.0
549,germany,2017-04-01,2017,2,199294654710.0
550,germany,2017-07-01,2017,3,179583439270.0
551,germany,2017-10-01,2017,4,238482708410.0
552,germany,2018-01-01,2018,1,261076149360.0
553,germany,2018-04-01,2018,2,192207584950.0
554,germany,2018-07-01,2018,3,169837403310.0
555,germany,2018-10-01,2018,4,238402452720.0
556,germany,2019-01-01,2019,1,247976419180.0
557,germany,2019-04-01,2019,2,179985359960.0
558,germany,2019-07-01,2019,3,157481895270.0
559,germany,2019-10-01,2019,4,225365837900.0
560,greece,2000-01-01,2000,1,29016382236.0
561,greece,2000-04-01,2000,2,23336608872.0
