,country,date,pop_monthly
2011,lithuania,2007-08-01,3231300.0
2012,lithuania,2007-09-01,3231300.0
2013,lithuania,2007-10-01,3231300.0
2014,lithuania,2007-11-01,3231300.0
2015,lithuania,2007-12-01,3231300.0
2016,lithuania,2008-01-01,3198200.0
2017,lithuania,2008-02-01,3198200.0
2018,lithuania,2008-03-01,3198200.0
2019,lithuania,2008-04-01,3198200.0
2020,lithuania,2008-05-01,3198200.0
2021,lithuania,2008-06-01,3198200.0
2022,lithuania,2008-07-01,3198200.0
2023,lithuania,2008-08-01,3198200.0
2024,lithuania,2008-09-01,3198200.0
2025,lithuania,2008-10-01,3198200.0
2026,lithuania,2008-11-01,3198200.0
2027,lithuania,2008-12-01,3198200.0
2028,lithuania,2009-01-01,3162900.0
2029,lithuania,2009-02-01,3162900.0
2030,lithuania,2009-03-01,3162900.0
2031,lithuania,2009-04-01,3162900.0
2032,lithuania,2009-05-01,3162900.0
2033,lithuania,2009-06-01,3162900.0
2034,lithuania,2009-07-01,3162900.0
2035,lithuania,2009-08-01,3162900.0
2036,lithuania,2009-09-01,3162900.0
2037,lithuania,2009-10-01,3162900.0
2038,lithuania,2009-11-01,3162900.0
2039,lithuania,2009-12-01,3162900.0
2040,lithuania,2010-01-01,3097300.0
2041,lithuania,2010-02-01,3097300.0
2042,lithuania,2010-03-01,3097300.0
2043,lithuania,2010-04-01,3097300.0
2044,lithuania,2010-05-01,3097300.0
2045,lithuania,2010-06-01,3097300.0
2046,lithuania,2010-07-01,3097300.0
2047,lithuania,2010-08-01,3097300.0
2048,lithuania,2010-09-01,3097300.0
2049,lithuania,2010-10-01,3097300.0
2050,lithuania,2010-11-01,3097300.0
2051,lithuania,2010-12-01,3097300.0
2052,lithuania,2011-01-01,3028100.0
2053,lithuania,2011-02-01,3028100.0
2054,lithuania,2011-03-01,3028100.0
2055,lithuania,2011-04-01,3028100.0
2056,lithuania,2011-05-01,3028100.0
2057,lithuania,2011-06-01,3028100.0
2058,lithuania,2011-07-01,3028100.0
2059,lithuania,2011-08-01,3028100.0
2060,lithuania,2011-09-01,3028100.0
2061,lithuania,2011-10-01,3028100.0
2062,lithuania,2011-11-01,3028100.0
2063,lithuania,2011-12-01,3028100.0
2064,lithuania,2012-01-01,2987800.0
2065,lithuania,2012-02-01,2987800.0
2066,lithuania,2012-03-01,2987800.0
2067,lithuania,2012-04-01,2987800.0
2068,lithuania,2012-05-01,2987800.0
2069,lithuania,2012-06-01,2987800.0
2070,lithuania,2012-07-01,2987800.0
2071,lithuania,2012-08-01,2987800.0
2072,lithuania,2012-09-01,2987800.0
2073,lithuania,2012-10-01,2987800.0
2074,lithuania,2012-11-01,2987800.0
2075,lithuania,2012-12-01,2987800.0
2076,lithuania,2013-01-01,2957700.0
2077,lithuania,2013-02-01,2957700.0
2078,lithuania,2013-03-01,2957700.0
2079,lithuania,2013-04-01,2957700.0
2080,lithuania,2013-05-01,2957700.0
2081,lithuania,2013-06-01,2957700.0
2082,lithuania,2013-07-01,2957700.0
2083,lithuania,2013-08-01,2957700.0
2084,lithuania,2013-09-01,2957700.0
2085,lithuania,2013-10-01,2957700.0
2086,lithuania,2013-11-01,2957700.0
2087,lithuania,2013-12-01,2957700.0
2088,lithuania,2014-01-01,2932400.0
2089,lithuania,2014-02-01,2932400.0
2090,lithuania,2014-03-01,2932400.0
2091,lithuania,2014-04-01,2932400.0
2092,lithuania,2014-05-01,2932400.0
2093,lithuania,2014-06-01,2932400.0
2094,lithuania,2014-07-01,2932400.0
2095,lithuania,2014-08-01,2932400.0
2096,lithuania,2014-09-01,2932400.0
2097,lithuania,2014-10-01,2932400.0
2098,lithuania,2014-11-01,2932400.0
2099,lithuania,2014-12-01,2932400.0
2100,lithuania,2015-01-01,2904900.0
2101,lithuania,2015-02-01,2904900.0
2102,lithuania,2015-03-01,2904900.0
2103,lithuania,2015-04-01,2904900.0
2104,lithuania,2015-05-01,2904900.0
2105,lithuania,2015-06-01,2904900.0
2106,lithuania,2015-07-01,2904900.0
2107,lithuania,2015-08-01,2904900.0
2108,lithuania,2015-09-01,2904900.0
2109,lithuania,2015-10-01,2904900.0
2110,lithuania,2015-11-01,2904900.0
2111,lithuania,2015-12-01,2904900.0
2112,lithuania,2016-01-01,2868200.0
2113,lithuania,2016-02-01,2868200.0
2114,lithuania,2016-03-01,2868200.0
2115,lithuania,2016-04-01,2868200.0
2116,lithuania,2016-05-01,2868200.0
2117,lithuania,2016-06-01,2868200.0
2118,lithuania,2016-07-01,2868200.0
2119,lithuania,2016-08-01,2868200.0
2120,lithuania,2016-09-01,2868200.0
2121,lithuania,2016-10-01,2868200.0
2122,lithuania,2016-11-01,2868200.0
2123,lithuania,2016-12-01,2868200.0
2124,lithuania,2017-01-01,2828400.0
2125,lithuania,2017-02-01,2828400.0
2126,lithuania,2017-03-01,2828400.0
2127,lithuania,2017-04-01,2828400.0
2128,lithuania,2017-05-01,2828400.0
2129,lithuania,2017-06-01,2828400.0
2130,lithuania,2017-07-01,2828400.0
2131,lithuania,2017-08-01,2828400.0
2132,lithuania,2017-09-01,2828400.0
2133,lithuania,2017-10-01,2828400.0
2134,lithuania,2017-11-01,2828400.0
2135,lithuania,2017-12-01,2828400.0
2136,lithuania,2018-01-01,2801500.0
2137,lithuania,2018-02-01,2801500.0
2138,lithuania,2018-03-01,2801500.0
2139,lithuania,2018-04-01,2801500.0
2140,lithuania,2018-05-01,2801500.0
2141,lithuania,2018-06-01,2801500.0
2142,lithuania,2018-07-01,2801500.0
2143,lithuania,2018-08-01,2801500.0
2144,lithuania,2018-09-01,2801500.0
2145,lithuania,2018-10-01,2801500.0
2146,lithuania,2018-11-01,2801500.0
2147,lithuania,2018-12-01,2801500.0
2148,lithuania,2019-01-01,2794100.0
2149,lithuania,2019-02-01,2794100.0
2150,lithuania,2019-03-01,2794100.0
2151,lithuania,2019-04-01,2794100.0
2152,lithuania,2019-05-01,2794100.0
2153,lithuania,2019-06-01,2794100.0
2154,lithuania,2019-07-01,2794100.0
2155,lithuania,2019-08-01,2794100.0
2156,lithuania,2019-09-01,2794100.0
2157,lithuania,2019-10-01,2794100.0
2158,lithuania,2019-11-01,2794100.0
2159,lithuania,2019-12-01,2794100.0
2160,netherlands,2000-01-01,15880000.0
2161,netherlands,2000-02-01,15889000.0
2162,netherlands,2000-03-01,15898000.0
2163,netherlands,2000-04-01,15907000.0
2164,netherlands,2000-05-01,15918000.0
2165,netherlands,2000-06-01,15929000.0
2166,netherlands,2000-07-01,15940000.0
2167,netherlands,2000-08-01,15947000.0
2168,netherlands,2000-09-01,15954000.0
2169,netherlands,2000-10-01,15961000.0
2170,netherlands,2000-11-01,15968000.0
2171,netherlands,2000-12-01,15975000.0
2172,netherlands,2001-01-01,16003000.0
2173,netherlands,2001-02-01,16011333.333333334
2174,netherlands,2001-03-01,16019666.666666666
2175,netherlands,2001-04-01,16028000.0
2176,netherlands,2001-05-01,16038666.666666666
2177,netherlands,2001-06-01,16049333.333333334
2178,netherlands,2001-07-01,16060000.0
2179,netherlands,2001-08-01,16066800.0
2180,netherlands,2001-09-01,16073600.0
2181,netherlands,2001-10-01,16080400.0
2182,netherlands,2001-11-01,16087200.0
2183,netherlands,2001-12-01,16094000.0
2184,netherlands,2002-01-01,16117000.0
2185,netherlands,2002-02-01,16123000.0
2186,netherlands,2002-03-01,16129000.0
2187,netherlands,2002-04-01,16135000.0
2188,netherlands,2002-05-01,16143000.0
2189,netherlands,2002-06-01,16151000.0
2190,netherlands,2002-07-01,16159000.0
2191,netherlands,2002-08-01,16164000.0
2192,netherlands,2002-09-01,16169000.0
2193,netherlands,2002-10-01,16174000.0
2194,netherlands,2002-11-01,16179000.0
2195,netherlands,2002-12-01,16184000.0
2196,netherlands,2003-01-01,16201000.0
2197,netherlands,2003-02-01,16205666.666666666
2198,netherlands,2003-03-01,16210333.333333334
2199,netherlands,2003-04-01,16215000.0
2200,netherlands,2003-05-01,16221000.0
2201,netherlands,2003-06-01,16227000.0
2202,netherlands,2003-07-01,16233000.0
2203,netherlands,2003-08-01,16236800.0
2204,netherlands,2003-09-01,16240600.0
2205,netherlands,2003-10-01,16244400.0
2206,netherlands,2003-11-01,16248200.0
2207,netherlands,2003-12-01,16252000.0
2208,netherlands,2004-01-01,16266000.0
2209,netherlands,2004-02-01,16268333.333333334
2210,netherlands,2004-03-01,16270666.666666666
2211,netherlands,2004-04-01,16273000.0
2212,netherlands,2004-05-01,16277333.333333334
2213,netherlands,2004-06-01,16281666.666666666
2214,netherlands,2004-07-01,16286000.0
2215,netherlands,2004-08-01,16289400.0
2216,netherlands,2004-09-01,16292800.0
2217,netherlands,2004-10-01,16296200.0
2218,netherlands,2004-11-01,16299600.0
2219,netherlands,2004-12-01,16303000.0
2220,netherlands,2005-01-01,16309000.0
2221,netherlands,2005-02-01,16310333.333333334
2222,netherlands,2005-03-01,16311666.666666666
2223,netherlands,2005-04-01,16313000.0
2224,netherlands,2005-05-01,16316333.333333334
2225,netherlands,2005-06-01,16319666.666666666
2226,netherlands,2005-07-01,16323000.0
2227,netherlands,2005-08-01,16325200.0
2228,netherlands,2005-09-01,16327400.0
2229,netherlands,2005-10-01,16329600.0
2230,netherlands,2005-11-01,16331800.0
2231,netherlands,2005-12-01,16334000.0
2232,netherlands,2006-01-01,16339000.0
2233,netherlands,2006-02-01,16339333.333333334
2234,netherlands,2006-03-01,16339666.666666666
2235,netherlands,2006-04-01,16340000.0
2236,netherlands,2006-05-01,16342333.333333334
2237,netherlands,2006-06-01,16344666.666666666
2238,netherlands,2006-07-01,16347000.0
2239,netherlands,2006-08-01,16349200.0
2240,netherlands,2006-09-01,16351400.0
2241,netherlands,2006-10-01,16353600.0
2242,netherlands,2006-11-01,16355800.0
2243,netherlands,2006-12-01,16358000.0
2244,netherlands,2007-01-01,16364000.0
2245,netherlands,2007-02-01,16367000.0
2246,netherlands,2007-03-01,16370000.0
2247,netherlands,2007-04-01,16373000.0
2248,netherlands,2007-05-01,16377666.666666666
2249,netherlands,2007-06-01,16382333.333333334
2250,netherlands,2007-07-01,16387000.0
2251,netherlands,2007-08-01,16390200.0
2252,netherlands,2007-09-01,16393400.0
2253,netherlands,2007-10-01,16396600.0
2254,netherlands,2007-11-01,16399800.0
2255,netherlands,2007-12-01,16403000.0
2256,netherlands,2008-01-01,16416000.0
2257,netherlands,2008-02-01,16421000.0
2258,netherlands,2008-03-01,16426000.0
2259,netherlands,2008-04-01,16431000.0
2260,netherlands,2008-05-01,16439000.0
2261,netherlands,2008-06-01,16447000.0
2262,netherlands,2008-07-01,16455000.0
2263,netherlands,2008-08-01,16460000.0
2264,netherlands,2008-09-01,16465000.0
2265,netherlands,2008-10-01,16470000.0
2266,netherlands,2008-11-01,16475000.0
2267,netherlands,2008-12-01,16480000.0
2268,netherlands,2009-01-01,16497000.0
2269,netherlands,2009-02-01,16503000.0
2270,netherlands,2009-03-01,16509000.0
2271,netherlands,2009-04-01,16515000.0
2272,netherlands,2009-05-01,16523666.666666666
2273,netherlands,2009-06-01,16532333.333333334
2274,netherlands,2009-07-01,16541000.0
2275,netherlands,2009-08-01,16546400.0
2276,netherlands,2009-09-01,16551800.0
2277,netherlands,2009-10-01,16557200.0
2278,netherlands,2009-11-01,16562600.0
2279,netherlands,2009-12-01,16568000.0
2280,netherlands,2010-01-01,16585000.0
2281,netherlands,2010-02-01,16590333.333333334
2282,netherlands,2010-03-01,16595666.666666666
2283,netherlands,2010-04-01,16601000.0
2284,netherlands,2010-05-01,16609333.333333334
2285,netherlands,2010-06-01,16617666.666666666
2286,netherlands,2010-07-01,16626000.0
2287,netherlands,2010-08-01,16630800.0
2288,netherlands,2010-09-01,16635600.0
2289,netherlands,2010-10-01,16640400.0
2290,netherlands,2010-11-01,16645200.0
2291,netherlands,2010-12-01,16650000.0
2292,netherlands,2011-01-01,16665000.0
2293,netherlands,2011-02-01,16670000.0
2294,netherlands,2011-03-01,16675000.0
2295,netherlands,2011-04-01,16680000.0
2296,netherlands,2011-05-01,16687666.666666666
2297,netherlands,2011-06-01,16695333.333333334
2298,netherlands,2011-07-01,16703000.0
2299,netherlands,2011-08-01,16707400.0
2300,netherlands,2011-09-01,16711800.0
2301,netherlands,2011-10-01,16716200.0
2302,netherlands,2011-11-01,16720600.0
2303,netherlands,2011-12-01,16725000.0
2304,netherlands,2012-01-01,16736000.0
2305,netherlands,2012-02-01,16738666.666666666
2306,netherlands,2012-03-01,16741333.333333334
2307,netherlands,2012-04-01,16744000.0
2308,netherlands,2012-05-01,16749666.666666666
2309,netherlands,2012-06-01,16755333.333333334
2310,netherlands,2012-07-01,16761000.0
2311,netherlands,2012-08-01,16764600.0
2312,netherlands,2012-09-01,16768200.0
2313,netherlands,2012-10-01,16771800.0
2314,netherlands,2012-11-01,16775400.0
2315,netherlands,2012-12-01,16779000.0
2316,netherlands,2013-01-01,16786000.0
2317,netherlands,2013-02-01,16788333.333333332
2318,netherlands,2013-03-01,16790666.666666668
2319,netherlands,2013-04-01,16793000.0
2320,netherlands,2013-05-01,16798666.666666668
2321,netherlands,2013-06-01,16804333.333333332
2322,netherlands,2013-07-01,16810000.0
2323,netherlands,2013-08-01,16813800.0
2324,netherlands,2013-09-01,16817600.0
2325,netherlands,2013-10-01,16821400.0
2326,netherlands,2013-11-01,16825200.0
2327,netherlands,2013-12-01,16829000.0
2328,netherlands,2014-01-01,16838000.0
2329,netherlands,2014-02-01,16843000.0
2330,netherlands,2014-03-01,16848000.0
2331,netherlands,2014-04-01,16853000.0
2332,netherlands,2014-05-01,16860000.0
2333,netherlands,2014-06-01,16867000.0
2334,netherlands,2014-07-01,16874000.0
2335,netherlands,2014-08-01,16878200.0
2336,netherlands,2014-09-01,16882400.0
2337,netherlands,2014-10-01,16886600.0
2338,netherlands,2014-11-01,16890800.0
2339,netherlands,2014-12-01,16895000.0
2340,netherlands,2015-01-01,16913000.0
2341,netherlands,2015-02-01,16916333.333333332
2342,netherlands,2015-03-01,16919666.666666668
2343,netherlands,2015-04-01,16923000.0
2344,netherlands,2015-05-01,16931000.0
2345,netherlands,2015-06-01,16939000.0
2346,netherlands,2015-07-01,16947000.0
2347,netherlands,2015-08-01,16952800.0
2348,netherlands,2015-09-01,16958600.0
2349,netherlands,2015-10-01,16964400.0
2350,netherlands,2015-11-01,16970200.0
2351,netherlands,2015-12-01,16976000.0
2352,netherlands,2016-01-01,16992000.0
2353,netherlands,2016-02-01,16998333.333333332
2354,netherlands,2016-03-01,17004666.666666668
2355,netherlands,2016-04-01,17011000.0
2356,netherlands,2016-05-01,17021666.666666668
2357,netherlands,2016-06-01,17032333.333333332
2358,netherlands,2016-07-01,17043000.0
2359,netherlands,2016-08-01,17049400.0
2360,netherlands,2016-09-01,17055800.0
2361,netherlands,2016-10-01,17062200.0
2362,netherlands,2016-11-01,17068600.0
2363,netherlands,2016-12-01,17075000.0
2364,netherlands,2017-01-01,17094000.0
2365,netherlands,2017-02-01,17100000.0
2366,netherlands,2017-03-01,17106000.0
2367,netherlands,2017-04-01,17112000.0
2368,netherlands,2017-05-01,17122666.666666668
2369,netherlands,2017-06-01,17133333.333333332
2370,netherlands,2017-07-01,17144000.0
2371,netherlands,2017-08-01,17150400.0
2372,netherlands,2017-09-01,17156800.0
2373,netherlands,2017-10-01,17163200.0
2374,netherlands,2017-11-01,17169600.0
2375,netherlands,2017-12-01,17176000.0
2376,netherlands,2018-01-01,17194000.0
2377,netherlands,2018-02-01,17199333.333333332
2378,netherlands,2018-03-01,17204666.666666668
2379,netherlands,2018-04-01,17210000.0
2380,netherlands,2018-05-01,17221333.333333332
2381,netherlands,2018-06-01,17232666.666666668
2382,netherlands,2018-07-01,17244000.0
2383,netherlands,2018-08-01,17250800.0
2384,netherlands,2018-09-01,17257600.0
2385,netherlands,2018-10-01,17264400.0
2386,netherlands,2018-11-01,17271200.0
2387,netherlands,2018-12-01,17278000.0
2388,netherlands,2019-01-01,17294000.0
2389,netherlands,2019-02-01,17301666.666666668
2390,netherlands,2019-03-01,17309333.333333332
2391,netherlands,2019-04-01,17317000.0
2392,netherlands,2019-05-01,17330333.333333332
2393,netherlands,2019-06-01,17343666.666666668
2394,netherlands,2019-07-01,17357000.0
2395,netherlands,2019-08-01,17364800.0
2396,netherlands,2019-09-01,17372600.0
2397,netherlands,2019-10-01,17380400.0
2398,netherlands,2019-11-01,17388200.0
2399,netherlands,2019-12-01,17396000.0
2400,romania,2000-01-01,22455700.0
2401,romania,2000-02-01,22452700.0
2402,romania,2000-03-01,22449700.0
2403,romania,2000-04-01,22446700.0
2404,romania,2000-05-01,22445000.0
2405,romania,2000-06-01,22443300.0
2406,romania,2000-07-01,22441600.0
2407,romania,2000-08-01,22439900.0
2408,romania,2000-09-01,22438200.0
2409,romania,2000-10-01,22436500.0
2410,romania,2000-11-01,22434800.0
2411,romania,2000-12-01,22433100.0
2412,romania,2001-01-01,22431400.0
2413,romania,2001-02-01,22427566.666666668
2414,romania,2001-03-01,22423733.333333332
2415,romania,2001-04-01,22419900.0
2416,romania,2001-05-01,22355155.555555556
2417,romania,2001-06-01,22290411.111111112
2418,romania,2001-07-01,22225666.666666668
2419,romania,2001-08-01,22160922.222222224
2420,romania,2001-09-01,22096177.777777776
2421,romania,2001-10-01,22031433.333333332
2422,romania,2001-11-01,21966688.888888888
2423,romania,2001-12-01,21901944.444444444
2424,romania,2002-01-01,21837200.0
2425,romania,2002-02-01,21831466.666666668
2426,romania,2002-03-01,21825733.333333332
2427,romania,2002-04-01,21820000.0
2428,romania,2002-05-01,21776633.333333332
2429,romania,2002-06-01,21733266.666666668
2430,romania,2002-07-01,21689900.0
2431,romania,2002-08-01,21685800.0
2432,romania,2002-09-01,21681700.0
2433,romania,2002-10-01,21677600.0
2434,romania,2002-11-01,21673500.0
2435,romania,2002-12-01,21669400.0
2436,romania,2003-01-01,21635000.0
2437,romania,2003-02-01,21627266.666666668
2438,romania,2003-03-01,21619533.333333332
2439,romania,2003-04-01,21611800.0
2440,romania,2003-05-01,21604633.333333332
2441,romania,2003-06-01,21597466.666666668
2442,romania,2003-07-01,21590300.0
2443,romania,2003-08-01,21585080.0
2444,romania,2003-09-01,21579860.0
2445,romania,2003-10-01,21574640.0
2446,romania,2003-11-01,21569420.0
2447,romania,2003-12-01,21564200.0
2448,romania,2004-01-01,21532300.0
2449,romania,2004-02-01,21522933.333333332
2450,romania,2004-03-01,21513566.666666668
2451,romania,2004-04-01,21504200.0
2452,romania,2004-05-01,21492366.666666668
2453,romania,2004-06-01,21480533.333333332
2454,romania,2004-07-01,21468700.0
2455,romania,2004-08-01,21462740.0
2456,romania,2004-09-01,21456780.0
2457,romania,2004-10-01,21450820.0
2458,romania,2004-11-01,21444860.0
2459,romania,2004-12-01,21438900.0
2460,romania,2005-01-01,21396000.0
2461,romania,2005-02-01,21385800.0
2462,romania,2005-03-01,21375600.0
2463,romania,2005-04-01,21365400.0
2464,romania,2005-05-01,21355700.0
2465,romania,2005-06-01,21346000.0
2466,romania,2005-07-01,21336300.0
2467,romania,2005-08-01,21330060.0
2468,romania,2005-09-01,21323820.0
2469,romania,2005-10-01,21317580.0
2470,romania,2005-11-01,21311340.0
2471,romania,2005-12-01,21305100.0
2472,romania,2006-01-01,21272500.0
2473,romania,2006-02-01,21261533.333333332
2474,romania,2006-03-01,21250566.666666668
2475,romania,2006-04-01,21239600.0
2476,romania,2006-05-01,21229833.333333332
2477,romania,2006-06-01,21220066.666666668
2478,romania,2006-07-01,21210300.0
2479,romania,2006-08-01,21203940.0
2480,romania,2006-09-01,21197580.0
2481,romania,2006-10-01,21191220.0
2482,romania,2006-11-01,21184860.0
2483,romania,2006-12-01,21178500.0
2484,romania,2007-01-01,21147300.0
2485,romania,2007-02-01,21135633.333333332
2486,romania,2007-03-01,21123966.666666668
2487,romania,2007-04-01,21112300.0
2488,romania,2007-05-01,21041400.0
2489,romania,2007-06-01,20970500.0
2490,romania,2007-07-01,20899600.0
2491,romania,2007-08-01,20893080.0
2492,romania,2007-09-01,20886560.0
2493,romania,2007-10-01,20880040.0
2494,romania,2007-11-01,20873520.0
2495,romania,2007-12-01,20867000.0
2496,romania,2008-01-01,20653500.0
2497,romania,2008-02-01,20641333.333333332
2498,romania,2008-03-01,20629166.666666668
2499,romania,2008-04-01,20617000.0
2500,romania,2008-05-01,20595966.666666668
2501,romania,2008-06-01,20574933.333333332
2502,romania,2008-07-01,20553900.0
2503,romania,2008-08-01,20547480.0
2504,romania,2008-09-01,20541060.0
2505,romania,2008-10-01,20534640.0
2506,romania,2008-11-01,20528220.0
2507,romania,2008-12-01,20521800.0
2508,romania,2009-01-01,20458300.0
2509,romania,2009-02-01,20446533.333333332
2510,romania,2009-03-01,20434766.666666668
2511,romania,2009-04-01,20423000.0
2512,romania,2009-05-01,20409466.666666668
2513,romania,2009-06-01,20395933.333333332
2514,romania,2009-07-01,20382400.0
2515,romania,2009-08-01,20376240.0
2516,romania,2009-09-01,20370080.0
2517,romania,2009-10-01,20363920.0
2518,romania,2009-11-01,20357760.0
2519,romania,2009-12-01,20351600.0
2520,romania,2010-01-01,20311600.0
2521,romania,2010-02-01,20301133.333333332
2522,romania,2010-03-01,20290666.666666668
2523,romania,2010-04-01,20280200.0
2524,romania,2010-05-01,20273300.0
2525,romania,2010-06-01,20266400.0
2526,romania,2010-07-01,20259500.0
2527,romania,2010-08-01,20254120.0
2528,romania,2010-09-01,20248740.0
2529,romania,2010-10-01,20243360.0
2530,romania,2010-11-01,20237980.0
2531,romania,2010-12-01,20232600.0
2532,romania,2011-01-01,20213700.0
2533,romania,2011-02-01,20204900.0
2534,romania,2011-03-01,20196100.0
2535,romania,2011-04-01,20187300.0
2536,romania,2011-05-01,20177700.0
2537,romania,2011-06-01,20168100.0
2538,romania,2011-07-01,20158500.0
2539,romania,2011-08-01,20153760.0
2540,romania,2011-09-01,20149020.0
2541,romania,2011-10-01,20144280.0
2542,romania,2011-11-01,20139540.0
2543,romania,2011-12-01,20134800.0
2544,romania,2012-01-01,20108500.0
2545,romania,2012-02-01,20101166.666666668
2546,romania,2012-03-01,20093833.333333332
2547,romania,2012-04-01,20086500.0
2548,romania,2012-05-01,20080733.333333332
2549,romania,2012-06-01,20074966.666666668
2550,romania,2012-07-01,20069200.0
2551,romania,2012-08-01,20065160.0
2552,romania,2012-09-01,20061120.0
2553,romania,2012-10-01,20057080.0
2554,romania,2012-11-01,20053040.0
2555,romania,2012-12-01,20049000.0
2556,romania,2013-01-01,20031500.0
2557,romania,2013-02-01,20024400.0
2558,romania,2013-03-01,20017300.0
2559,romania,2013-04-01,20010200.0
2560,romania,2013-05-01,20006666.666666668
2561,romania,2013-06-01,20003133.333333332
2562,romania,2013-07-01,19999600.0
2563,romania,2013-08-01,19994860.0
2564,romania,2013-09-01,19990120.0
2565,romania,2013-10-01,19985380.0
2566,romania,2013-11-01,19980640.0
2567,romania,2013-12-01,19975900.0
2568,romania,2014-01-01,19965100.0
2569,romania,2014-02-01,19957700.0
2570,romania,2014-03-01,19950300.0
2571,romania,2014-04-01,19942900.0
2572,romania,2014-05-01,19937733.333333332
2573,romania,2014-06-01,19932566.666666668
2574,romania,2014-07-01,19927400.0
2575,romania,2014-08-01,19922560.0
2576,romania,2014-09-01,19917720.0
2577,romania,2014-10-01,19912880.0
2578,romania,2014-11-01,19908040.0
2579,romania,2014-12-01,19903200.0
2580,romania,2015-01-01,19888400.0
2581,romania,2015-02-01,19880533.333333332
2582,romania,2015-03-01,19872666.666666668
2583,romania,2015-04-01,19864800.0
2584,romania,2015-05-01,19854400.0
2585,romania,2015-06-01,19844000.0
2586,romania,2015-07-01,19833600.0
2587,romania,2015-08-01,19828520.0
2588,romania,2015-09-01,19823440.0
2589,romania,2015-10-01,19818360.0
2590,romania,2015-11-01,19813280.0
2591,romania,2015-12-01,19808200.0
2592,romania,2016-01-01,19774400.0
2593,romania,2016-02-01,19766100.0
2594,romania,2016-03-01,19757800.0
2595,romania,2016-04-01,19749500.0
2596,romania,2016-05-01,19739000.0
2597,romania,2016-06-01,19728500.0
2598,romania,2016-07-01,19718000.0
2599,romania,2016-08-01,19712760.0
2600,romania,2016-09-01,19707520.0
2601,romania,2016-10-01,19702280.0
2602,romania,2016-11-01,19697040.0
2603,romania,2016-12-01,19691800.0
2604,romania,2017-01-01,19658500.0
2605,romania,2017-02-01,19649733.333333332
2606,romania,2017-03-01,19640966.666666668
2607,romania,2017-04-01,19632200.0
2608,romania,2017-05-01,19623200.0
2609,romania,2017-06-01,19614200.0
2610,romania,2017-07-01,19605200.0
2611,romania,2017-08-01,19599700.0
2612,romania,2017-09-01,19594200.0
2613,romania,2017-10-01,19588700.0
2614,romania,2017-11-01,19583200.0
2615,romania,2017-12-01,19577700.0
2616,romania,2018-01-01,19548500.0
2617,romania,2018-02-01,19539333.333333332
2618,romania,2018-03-01,19530166.666666668
2619,romania,2018-04-01,19521000.0
2620,romania,2018-05-01,19513000.0
2621,romania,2018-06-01,19505000.0
2622,romania,2018-07-01,19497000.0
2623,romania,2018-08-01,19491140.0
2624,romania,2018-09-01,19485280.0
2625,romania,2018-10-01,19479420.0
2626,romania,2018-11-01,19473560.0
2627,romania,2018-12-01,19467700.0
2628,romania,2019-01-01,19441500.0
2629,romania,2019-02-01,19431966.666666668
2630,romania,2019-03-01,19422433.333333332
2631,romania,2019-04-01,19412900.0
2632,romania,2019-05-01,19411333.333333332
2633,romania,2019-06-01,19409766.666666668
2634,romania,2019-07-01,19408200.0
2635,romania,2019-08-01,19401980.0
2636,romania,2019-09-01,19395760.0
2637,romania,2019-10-01,19389540.0
2638,romania,2019-11-01,19383320.0
2639,romania,2019-12-01,19377100.0
2640,slovakia,2000-01-01,5398900.0
2641,slovakia,2000-02-01,5399333.333333333
2642,slovakia,2000-03-01,5399766.666666667
2643,slovakia,2000-04-01,5400200.0
2644,slovakia,2000-05-01,5400600.0
2645,slovakia,2000-06-01,5401000.0
2646,slovakia,2000-07-01,5401400.0
2647,slovakia,2000-08-01,5401580.0
2648,slovakia,2000-09-01,5401760.0
2649,slovakia,2000-10-01,5401940.0
2650,slovakia,2000-11-01,5402120.0
2651,slovakia,2000-12-01,5402300.0
2652,slovakia,2001-01-01,5379400.0
2653,slovakia,2001-02-01,5379500.0
2654,slovakia,2001-03-01,5379600.0
2655,slovakia,2001-04-01,5379700.0
2656,slovakia,2001-05-01,5379700.0
2657,slovakia,2001-06-01,5379700.0
2658,slovakia,2001-07-01,5379700.0
2659,slovakia,2001-08-01,5379640.0
2660,slovakia,2001-09-01,5379580.0
2661,slovakia,2001-10-01,5379520.0
2662,slovakia,2001-11-01,5379460.0
2663,slovakia,2001-12-01,5379400.0
2664,slovakia,2002-01-01,5379000.0
2665,slovakia,2002-02-01,5378933.333333333
2666,slovakia,2002-03-01,5378866.666666667
2667,slovakia,2002-04-01,5378800.0
2668,slovakia,2002-05-01,5378666.666666667
2669,slovakia,2002-06-01,5378533.333333333
2670,slovakia,2002-07-01,5378400.0
2671,slovakia,2002-08-01,5378420.0
2672,slovakia,2002-09-01,5378440.0
2673,slovakia,2002-10-01,5378460.0
2674,slovakia,2002-11-01,5378480.0
2675,slovakia,2002-12-01,5378500.0
2676,slovakia,2003-01-01,5378900.0
2677,slovakia,2003-02-01,5378933.333333333
2678,slovakia,2003-03-01,5378966.666666667
2679,slovakia,2003-04-01,5379000.0
2680,slovakia,2003-05-01,5379166.666666667
2681,slovakia,2003-06-01,5379333.333333333
2682,slovakia,2003-07-01,5379500.0
2683,slovakia,2003-08-01,5379600.0
2684,slovakia,2003-09-01,5379700.0
2685,slovakia,2003-10-01,5379800.0
2686,slovakia,2003-11-01,5379900.0
2687,slovakia,2003-12-01,5380000.0
